Season,#,Team,Yards/G,Rush/G,Rush/P,Pass/G,QBR,Sacks,3rd%,Poss/G,Pts/G
2009,9, Dallas,315.9,90.5,4,225.4,83.5,42,35,28:08:00,15.6
2009,10, Washington,319.7,112.4,4,207.2,85.7,40,39.7,31:23:00,21
2009,11, New England,320.2,110.5,4.4,209.7,81.7,31,37.1,27:13:00,17.8
2009,12, Philadelphia,321.1,104.7,4.1,216.4,77.6,44,33,31:45:00,21.1
2009,13, N.Y. Giants,324.9,110.8,4.2,214.1,95.1,32,38.7,28:35:00,26.7
2009,14, Houston,324.9,106.9,4.3,217.9,83.2,30,39.3,28:06:00,20.8
2009,15, San Francisco,326.4,97,3.6,229.4,76.2,44,36.7,30:13:00,17.6
2009,16, San Diego,327,117.8,4.5,209.2,84.2,35,40.4,30:01:00,20
2009,17, Chicago,338.5,126.4,4.3,212.1,92.4,35,41.2,31:44:00,23.4
2009,18, Indianapolis,339.2,126.5,4.3,212.7,80.6,34,45,32:19:00,19.2
2009,19, Buffalo,340.6,156.3,4.7,184.2,61.1,32,40.4,32:34:00,20.4
2009,20, Arizona,346.4,112.8,4.5,233.7,76.4,43,35.3,30:07:00,20.3
2009,21, Atlanta,348.9,106.9,4,241.9,89.5,28,45.3,30:20:00,20.3
2009,22, Miami,349.3,114.7,4.2,234.6,86.9,44,34.8,28:12:00,24.4
2009,23, Jacksonville,352.3,116.4,4.1,235.9,96,14,45,30:05:00,23.8
2009,24, Seattle,356.4,111,4.1,245.4,93.4,28,39,32:29:00,24.4
2009,25, New Orleans,357.8,122.2,4.5,235.6,68.6,35,38,29:14:00,21.3
2009,26, Oakland,361.9,155.5,4.5,206.4,89.5,37,35.8,31:42:00,23.7
2009,27, Tampa Bay,365.6,158.2,4.8,207.4,87.2,28,40.2,31:42:00,25
2009,28, Tennessee,365.6,106.9,4.3,258.7,91.2,32,40.8,31:49:00,25.1
2009,29, St. Louis,372.8,137.6,4.4,235.2,96.9,25,43.5,31:15:00,27.2
2009,30, Kansas City,388.2,156.5,4.7,231.7,87.1,22,38.1,33:19:00,26.5
2009,31, Cleveland,389.3,144.6,4.6,244.7,90.6,40,38.9,32:01:00,23.4
2009,32, Detroit,392.1,126.6,4.4,265.6,107,26,40.5,31:03:00,30.9
2008,1, Pittsburgh,237.2,80.2,3.3,156.9,63.4,51,31.4,28:41:00,13.9
2008,2, Baltimore,261.2,81.6,3.6,179.7,60.6,34,33.5,27:00:00,15.2
2008,3, Philadelphia,274.3,92.2,3.5,182.1,72.9,48,32.2,29:31:00,18.1
2008,4, Washington,288.8,95.4,3.8,193.4,75.6,24,35.7,28:29:00,18.5
2008,5, N.Y. Giants,292,95.8,4,196.2,76.7,42,40.7,27:23:00,18.4
2008,6, Minnesota,292.4,76.9,3.3,215.6,82.5,45,33.5,28:41:00,20.8
2008,7, Tennessee,293.6,93.9,3.7,199.8,69.2,44,35,31:01:00,14.6
2008,8, Dallas,294.3,106.6,4.2,187.7,86.2,59,35.6,30:01:00,22.8
2008,9, Tampa Bay,306.1,118.8,4.3,187.3,75.3,29,37.9,29:24:00,20.2
2008,10, New England,309,107.6,4.1,201.4,89.8,31,44.4,28:04:00,19.3
2008,11, Indianapolis,310.9,122.9,4.2,188.1,78,30,47.4,31:21:00,18.6
2008,12, Cincinnati,325.5,120.1,3.9,205.4,87.3,17,42.7,32:02:00,22.8
2008,13, San Francisco,326,106.8,3.8,219.2,85,30,37.9,30:46:00,23.8
2008,14, Buffalo,326.1,121.6,4.3,204.4,83.2,24,36.1,29:56:00,21.4
2008,15, Miami,329,101.2,4.2,227.8,77,40,37.8,28:56:00,19.8
2008,16, N.Y. Jets,329.4,94.9,3.7,234.5,88.1,41,38.6,30:09:00,22.2
2008,17, Jacksonville,330.9,106.8,4,224.1,95.4,29,41,28:44:00,22.9
2008,18, Carolina,331.2,119.5,4.4,211.7,81.4,37,39.7,30:50:00,20.6
2008,19, Arizona,331.5,110.2,4,221.2,96.9,31,44.4,29:53:00,26.6
2008,20, Chicago,334.7,93.5,3.4,241.2,77.2,28,34.9,32:27:00,21.9
2008,21, Green Bay,334.7,131.6,4.6,203.1,71.9,24,38.1,28:56:00,23.8
2008,22, Houston,336.6,122.6,4.5,213.9,92.3,25,39.4,28:08:00,24.6
2008,23, New Orleans,339.5,117.8,4.2,221.7,80,24,39.8,29:42:00,24.6
2008,24, Atlanta,348.1,127.7,4.9,220.4,84.6,34,38,29:30:00,20.3
2008,25, San Diego,349.9,102.6,4,247.4,90.3,28,40.6,31:07:00,21.7
2008,26, Cleveland,356.5,151.9,4.5,204.6,79.7,17,45.9,32:27:00,21.9
2008,27, Oakland,360.9,159.7,4.7,201.2,79.3,32,44.4,32:15:00,24.2
2008,28, St. Louis,371.9,154.7,4.9,217.2,92.5,30,39.6,30:27:00,29.1
2008,29, Denver,374.6,146.1,5,228.5,98.5,26,44.1,31:16:00,28
2008,30, Seattle,378,118.7,4.2,259.3,96,35,42.3,33:39:00,24.5
2008,31, Kansas City,393.2,158.9,5,234.2,91.1,10,47.4,32:13:00,27.5
2008,32, Detroit,404.4,172.1,5.1,232.2,110.8,30,45.4,33:00:00,32.3
2007,1, Pittsburgh,266.4,89.9,4,176.5,76.5,36,40.5,26:50:00,16.8
2007,2, Tampa Bay,278.2,107.9,3.8,170.3,75.3,33,40.6,29:33:00,16.9
2007,3, Indianapolis,279.7,106.9,3.8,172.8,73.3,28,45.2,30:11:00,16.4
2007,4, New England,288.3,98.2,4.4,190.1,78.1,47,33.7,27:24:00,17.1
2007,5, Tennessee,291.6,92.4,4,199.2,74.5,40,42.2,28:35:00,18.6
2007,6, Baltimore,301.6,79.2,2.8,222.3,87.6,32,36.6,29:37:00,24
2007,7, N.Y. Giants,305,97.7,3.8,207.3,83.4,53,34.6,28:38:00,21.9
2007,8, Washington,305.2,91.2,3.7,214,77.1,33,35.8,29:37:00,19.4
2007,9, Dallas,307.6,94.6,4,213.1,75.1,46,39.4,29:26:00,20.3
2007,10, Green Bay,313.3,102.9,3.9,210.4,75.6,35,33,29:41:00,18.2
2007,11, Jacksonville,313.8,100.3,4.1,213.5,76.1,37,39.8,27:52:00,19
2007,12, Philadelphia,314.7,95.8,3.8,218.9,80.7,36,37.2,29:03:00,18.8
2007,13, Kansas City,319.4,130.6,4.3,188.9,81,37,31.2,30:18:00,20.9
2007,14, San Diego,320.2,107,4.1,213.2,70,42,39.3,30:24:00,17.8
2007,15, Seattle,321.8,102.8,3.9,219.1,73,45,37.9,30:21:00,18.2
2007,16, Carolina,324.8,110.7,3.8,214.1,85.1,23,42.5,31:15:00,21.7
2007,17, Arizona,330.2,97.9,3.9,232.2,85.8,36,39.9,30:19:00,24.9
2007,18, N.Y. Jets,331.9,134.8,4.2,197.1,82.6,29,42.2,31:59:00,22.2
2007,19, Denver,336,142.6,4.6,193.4,88.3,33,42.7,31:17:00,25.6
2007,20, Minnesota,340.4,74.1,3.1,266.3,85.8,37,40.2,30:51:00,19.4
2007,21, St. Louis,341.1,115.2,4.1,225.8,85,31,38.8,29:52:00,27.4
2007,22, Oakland,341.6,145.9,4.8,195.8,78.9,27,39,29:07:00,24.9
2007,23, Miami,342.2,153.5,4.5,188.7,92.4,30,47.1,31:18:00,27.3
2007,24, Houston,344.2,114.1,4.4,230.1,93.6,31,41.9,30:19:00,24
2007,25, San Francisco,346.2,118.5,3.8,227.7,89.9,31,40.2,33:30:00,22.8
2007,26, New Orleans,348.1,102.9,4,245.2,96.9,32,41.7,28:51:00,24.2
2007,27, Cincinnati,348.8,118.3,4.2,230.4,89.2,22,42.8,30:35:00,24.1
2007,28, Chicago,354.7,122.9,4.3,231.8,84.7,41,32.7,31:45:00,21.8
2007,29, Atlanta,355.5,127.1,4.2,228.4,88.2,25,37.1,31:37:00,25.9
2007,30, Cleveland,359.6,129.5,4.5,230.1,83.4,28,36.7,31:12:00,23.9
2007,31, Buffalo,363,124.6,4.4,238.4,81.1,25,45.1,31:09:00,22.1
2007,32, Detroit,377.6,119.4,4.3,258.2,96.8,37,45.5,32:39:00,27.8
2006,1, Baltimore,264,75.8,3.3,188.2,63.4,60,28.8,27:11:00,12.6
2006,2, Jacksonville,283.6,91.2,3.5,192.4,66.8,35,36.6,27:52:00,17.1
2006,3, Oakland,284.8,134,4,150.8,74.1,34,35.7,31:46:00,20.8
2006,4, Miami,289.1,101.1,3.5,187.9,84.4,47,38,29:58:00,17.7
2006,5, Chicago,294.1,99.4,4,194.8,66.5,40,31,29:46:00,15.9
2006,6, New England,294.4,94.2,3.9,200.2,66.1,44,35.9,28:24:00,14.8
2006,7, Carolina,296.1,108.6,3.9,187.5,80.8,41,31.5,30:01:00,19.1
2006,8, Minnesota,300.2,61.6,2.8,238.6,73.1,30,34.4,28:36:00,20.4
2006,9, Pittsburgh,300.3,88.2,3.5,212.1,78.3,39,39.3,29:02:00,19.7
2006,10, San Diego,301.6,100.8,4.2,200.8,76.6,61,36.6,28:21:00,18.9
2006,11, New Orleans,307.3,128.9,4.9,178.4,85.1,38,34.7,28:06:00,20.1
2006,12, Green Bay,320.9,114.1,4.1,206.8,75.4,46,32.6,29:14:00,22.9
2006,13, Dallas,322.8,103.7,3.9,219.1,83.2,34,43.9,28:57:00,21.9
2006,14, Denver,326.4,113.3,4.1,213.1,75.6,35,36.7,30:44:00,19.1
2006,15, Philadelphia,328.1,136.4,4.5,191.7,73.6,40,37.4,31:45:00,20.5
2006,16, Kansas City,328.9,120.5,4.2,208.4,82.3,32,39.2,30:17:00,19.7
2006,17, Tampa Bay,329.4,119.8,3.9,209.6,91,25,37.8,32:17:00,22.1
2006,18, Buffalo,329.6,140.9,4.7,188.7,82.5,40,36.6,31:55:00,19.4
2006,19, Seattle,330.3,126.8,4.6,203.5,86.1,41,36.5,30:12:00,21.3
2006,20, N.Y. Jets,331.6,130.2,4.6,201.4,78,35,36.5,28:57:00,18.4
2006,21, Indianapolis,332.2,173,5.3,159.2,80.4,25,47.1,30:28:00,22.5
2006,22, Atlanta,332.8,103.6,3.7,229.2,88.8,37,42,30:24:00,20.5
2006,23, St. Louis,335.1,145.4,4.9,189.7,81.1,34,45.4,29:04:00,23.8
2006,24, Houston,337.5,122.2,4.4,215.2,91.8,28,44.4,30:52:00,22.9
2006,25, N.Y. Giants,342.4,114.4,4,228.1,79,32,42.9,30:47:00,22.6
2006,26, San Francisco,344.2,121,4.1,223.2,90.9,34,44.4,31:48:00,25.8
2006,27, Cleveland,344.8,142.2,4.4,202.6,75.9,28,43.9,30:53:00,22.2
2006,28, Detroit,345.6,125.6,4.1,220,92.3,30,43.5,32:18:00,24.9
2006,29, Arizona,349.4,118.6,4.1,230.9,85.4,38,41.3,30:01:00,24.3
2006,30, Cincinnati,355.1,116.4,4.2,238.6,84.9,35,41.7,31:29:00,20.7
2006,31, Washington,355.5,137.3,4.5,218.2,97.8,19,43.7,30:16:00,23.5
2006,32, Tennessee,369.7,144.6,4.6,225.1,86,26,40.7,32:50:00,25
